"","Duration..in.seconds.","Q291","MCQ_1","MCQ_2","MCQ_3","MCQ_4","MCQ_5","MCQ_6","MCQ_7","MCQ_8","MCQ_9","MCQ_10","MCQ_11","MCQ_12","MCQ_13","MCQ_14","MCQ_15","MCQ_16","MCQ_17","MCQ_18","MCQ_19","MCQ_20","MCQ_21","MCQ_22","MCQ_23","MCQ_24","MCQ_25","MCQ_26","MCQ_27","COVID_DoG_Questions.1_1","COVID_DoG_Questions.1_2","COVID_DoG_Questions.1_3","COVID_DoG_Questions.1_4","COVID_DoG_Questions.1_5","COVID_DoG_Questions.1_6","COVID_DoG_Questions.2_1","COVID_DoG_Questions.2_2","COVID_DoG_Questions.2_3","COVID_DoG_Questions.2_4","COVID_DoG_Questions.2_5","COVID_DoG_Questions.2_6","PandemicLengthExpect.1_1","PandemicLengthExpect.2_1","COVID_DoG_Questions.1","COVID_DoG_Questions.2","COVID_DoG_Questions.3","COVID_DoG_Questions.4","COVID_DoG_Questions.5","COVID_DoG_Questions.6","PandemicLengthExpect.1","SocialNorms_Family_1","SocialNorms_Family_2","SocialNorms_Family_3","SocialNorms_Friends_1","SocialNorms_Friends_2","SocialNorms_Friends_3","SocialNorms_Stranger_1","SocialNorms_Stranger_2","SocialNorms_Stranger_3","PerceivedRisk_1","PerceivedRisk_2","PerceivedRisk_3","PerceivedRisk_4","PerceivedRisk_5","PerceivedRisk_6","PerceivedValue_1","PerceivedValue_2","PerceivedValue_3","PerceivedValue_4","PerceivedValue_5","PerceivedValue_6","GCS_1","GCS_2","GCS_3","attentioncheck_1","GCS_4","GCS_5","GCS_6","IUS_1","IUS_2","IUS_3","IUS_4","IUS_5","IUS_6","IUS_7","IUS_8","IUS_9","IUS_10","IUS_11","IUS_12","MFQpart1_1","MFQpart1_2","MFQpart1_3","MFQpart1_4","MFQpart1_5","MFQpart1_6","MFQpart1_7","MFQpart1_8","MFQpart1_9","MFQpart1_10","MFQpart1_11","MFQpart1_12","MFQpart1_13","MFQpart1_14","MFQpart1_15","MFQpart1_16","MFQ_part2_1","MFQ_part2_2","MFQ_part2_3","MFQ_part2_4","MFQ_part2_5","MFQ_part2_6","MFQ_part2_7","MFQ_part2_8","MFQ_part2_9","MFQ_part2_10","MFQ_part2_11","MFQ_part2_12","MFQ_part2_13","MFQ_part2_14","MFQ_part2_15","MFQ_part2_16","Disgust_1","Disgust_2","Disgust_3","Disgust_4","Disgust_5","Disgust_6","Disgust_7","Disgust_8","Disgust_9","Disgust_10","Disgust_11","Disgust_12","Disgust_13","Disgust_14","Disgust_15","Disgust_16","Disgust_17","Disgust_18","Disgust_19","Disgust_20","Disgust_21","SDRS.5_Q1","SDRS.5_Q2","SDRS.5_Q3","SDRS.5_Q4","SDRS.5_Q5","Worries_1","Worries_2","Worries_3","Worries_4","Worries_5","Worries_6","Worries_7","Worries_8","Worries_9","Worries_10","Worries_11","Worries_12","Worries_13","Worries_14","Worries_15","Worries_16","Worries_17","Worries_18","Worries_19","Worries_20","Worries_21","Worries_22","Worries_23","Worries_24","Problems_1","Problems_2","Problems_3","Problems_4","Problems_5","Problems_6","CheckingBeh_1","CheckingBeh_2","CheckingBeh_3","CheckingBeh_4","CheckingBeh_5","CheckingBeh_6","Impacts_financial1","Impacts_financial2","Impacts_financial3","Impacts_resource1","Impacts_resource2","Impacts_resource3","Impacts_psychology1","Impacts_psychology2","Impacts_psychology3","PersonalDiagnoses_1","PersonalDiagnoses_2","PersonalDiagnoses_3","Proximity_1","attentioncheck_2","Proximity_2","News_1","News_2","Age","Gender","MaritalStatus","Ethnicity","Race","Nationality","Education","Occupation","Measure2_2","Measure2_3","Measure2_4","Measure5_1","Measure5_4","Measure5_5","Measure5_6","Measure5_7","Measure5_8","Measure5_9","Measure5_10","Measure5_11","Measure5_12","Measure5_13","Measure5_14"
"235",1668,"1","1","1","1","1","1","1","2","2","1","1","2","1","1","1","1","1","1","1","2","1","1","1","1","1","1","1","2","2","3","1","1","1","1","4","4","1","1","1","1","4","4",730,1095,1,1,1,1,1460,"1","3","4","1","3","5","1","1","4","3","2","1","1","1","1","2","1","2","2","2","2","4","3","3","4","5","3","3","3","2","1","3","2","1","1","4","2","1","4","2","5","6","2","4","6","1","5","4","4","2","3","5","6","4","4","1","5","6","3","4","4","6","4","4","3","3","5","6","1","3","5","5","1","3","5","1","1","5","1","1","5","1","1","5","1","1","4","1","1","5","1","1","6","2","4","5","4","1","4","5","5","6","5","4","1","1","1","1","1","1","1","1","1","1","1","1","3","2","4","4","3","1","1","1","2","1","1","1","2","2","1","1","1","3","7","7","1","7","7","1","5","7","1","1","1","1","1","3","1","4","3","32","1","1","2","5","American","5","Pest Management","5","1","1","28","54","92","2","84","31","98","91","88","52","99","20"
"236",1403,"1","1","1","1","2","1","1","2","2","1","1","2","1","1","1","1","1","1","1","2","1","1","1","2","1","1","1","1","3","5","7","3","1","6","2","2","2","3","1","1","3","9",21,35,49,90,1,6,270,"6","4","2","4","2","2","2","2","2","2","3","3","3","3","2","3","2","2","2","2","3","5","4","4","4","6","3","4","4","4","3","4","4","2","4","4","4","4","4","4","5","6","5","5","6","5","5","5","5","6","5","5","5","4","5","5","5","4","5","5","4","4","5","5","5","5","5","6","2","5","4","4","6","6","4","6","4","4","5","3","4","6","4","5","6","6","5","6","6","6","6","6","5","2","2","3","2","2","3","4","4","4","4","4","4","7","4","4","5","1","2","4","3","2","3","2","3","2","2","2","3","2","3","4","2","3","4","4","4","3","3","3","3","4","5","1","1","5","5","3","5","5","2","1","2","1","1","3","5","5","5","37","2","2","2","5","37","5","Accountant","2","5","4","12","48","13","78","79","10","11","59","69","72","52","87"
"237",467,"1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","7","2","3","5","3","5","3","4","3","3","3","2","3","7",210,730,90,150,90,35,210,"2","1","4","2","1","2","3","2","4","2","3","1","2","1","1","2","1","2","3","3","3","5","5","4","4","5","2","4","3","4","2","3","3","2","2","3","2","4","2","3","6","6","2","3","1","1","5","6","3","3","1","6","6","3","4","1","6","6","2","5","2","6","6","6","3","2","1","5","4","4","4","1","3","1","4","5","1","3","2","1","3","5","3","4","5","1","3","4","6","5","4","1","4","2","5","5","2","2","3","2","3","4","4","2","1","1","1","1","1","1","1","3","1","1","1","3","3","2","3","1","1","1","1","1","1","1","1","1","4","2","2","2","1","3","1","1","7","1","1","7","2","5","2","1","1","1","1","3","1","2","1","32","2","1","2","5","American","5","Self employed","5","1","1","65","47","34","22","80","28","51","38","51","38","50","29"
"238",1271,"1","1","2","1","2","2","1","2","2","1","2","2","1","1","2","1","1","1","2","2","1","2","1","2","1","2","1","2","11","2","11","4","2","2","3","4","3","3","2","2","4","3",330,730,330,120,14,14,1095,"6","6","6","5","5","5","2","2","2","1","1","1","1","1","1","2","1","1","2","2","2","5","5","4","4","5","3","4","1","4","1","4","1","1","1","5","4","1","5","1","6","6","4","6","6","1","6","6","5","4","6","6","6","6","6","6","6","6","5","6","5","6","2","6","5","6","6","1","2","3","1","6","6","3","5","6","2","3","6","3","2","4","2","2","6","3","2","6","6","3","6","5","1","1","2","4","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","1","1","7","1","1","7","1","1","7","1","1","7","1","3","1","2","1","58","1","1","2","5","usa","3","courier","1","5","1","3","50","90","99","91","51","100","100","81","77","99","85"
"239",1022,"1","1","1","1","2","1","1","2","2","1","1","2","1","1","2","2","1","1","2","2","1","2","1","2","1","2","1","2","2","2","7","7","7","1","4","4","3","3","3","1","4","2",730,730,210,210,210,1,730,"1","1","1","1","1","1","4","4","4","3","3","3","3","3","2","3","1","3","3","3","3","3","2","1","4","2","6","1","4","5","4","5","4","5","5","5","5","5","4","4","6","6","1","1","1","1","6","6","2","1","1","6","6","6","2","1","6","6","1","1","1","6","6","4","1","1","1","1","6","2","1","1","1","4","6","1","1","2","1","1","2","1","5","3","1","1","3","1","2","4","1","1","3","4","1","1","1","1","5","5","5","6","5","5","5","8","5","5","5","5","1","1","1","1","1","1","1","1","1","3","3","3","4","2","5","5","4","5","5","4","5","5","5","5","7","7","1","7","7","1","7","7","1","1","1","1","1","3","1","7","7","18","2","1","2","5","usa","3","none","5","1","1","100","0","0","10","100","100","0","0","50","0","0","0"
"240",1558,"1","1","2","2","2","2","2","2","2","1","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","7","7","7","7","4","4","3","3","3","3","4","2",730,730,210,210,210,210,730,"1","1","1","1","1","1","3","3","3","3","3","2","2","1","1","3","3","2","2","2","2","4","3","1","4","2","6","3","4","5","4","5","5","5","5","4","4","4","4","3","6","5","4","3","4","1","5","6","3","3","3","6","6","3","5","1","6","5","5","6","6","6","6","5","1","1","2","5","1","1","5","6","3","1","4","5","1","2","2","1","2","4","2","4","4","1","4","2","4","5","4","1","4","2","5","5","1","4","3","3","4","6","5","3","1","1","1","1","2","1","1","1","1","1","1","1","1","1","2","1","1","1","1","1","1","1","1","1","2","1","1","1","1","1","1","1","7","2","2","6","4","4","1","1","1","1","1","3","1","2","1","37","1","2","2","5","American","5","Analyst","4","2","2","75","95","100","50","50","50","50","50","100","50","100","80"
"241",1257,"1","1","1","1","2","2","1","2","2","1","1","2","1","1","1","1","1","1","1","2","1","1","1","1","1","1","1","2","7","11","4","5","4","3","3","3","3","2","2","2","3","11",210,330,120,35,28,21,330,"1","1","1","4","4","4","2","2","1","3","3","3","2","1","1","1","1","1","1","1","1","3","2","1","4","3","6","1","4","5","5","4","5","2","3","4","5","2","3","2","6","5","1","3","1","1","3","6","2","1","2","6","6","4","6","1","3","5","1","3","1","3","3","2","1","1","1","2","1","1","1","1","2","3","6","5","2","3","4","1","4","6","5","5","5","4","6","3","6","3","5","2","3","2","4","5","2","2","2","1","2","2","3","1","5","2","2","3","4","3","1","1","1","1","1","1","1","2","2","1","1","1","3","1","1","1","1","1","2","1","2","1","1","1","7","7","1","6","6","1","4","7","1","1","1","1","1","3","1","3","1","32","8","1","1","6","American","5","Online Sole Proprietor","1","1","1","50","50","0","0","50","0","10","1","50","50","50","0"
"242",1573,"1","1","1","1","2","2","1","2","2","1","1","2","1","1","2","1","1","1","2","2","1","2","1","2","1","2","1","2","3","3","2","7","7","16","4","4","4","3","3","1","4","3",1095,1095,730,210,210,16,1095,"3","1","2","4","4","4","3","2","4","3","2","2","2","2","2","3","1","2","2","1","1","5","4","2","4","3","4","2","2","3","1","4","2","1","1","3","2","2","5","1","5","4","1","4","4","1","4","4","4","3","4","5","6","3","5","1","5","5","1","4","5","6","5","4","5","1","3","6","6","3","4","1","1","2","3","1","2","1","2","2","3","4","3","2","1","1","2","4","5","2","1","2","4","2","3","5","2","2","3","4","1","3","3","3","1","1","1","1","3","1","1","2","1","1","1","2","3","2","5","3","3","1","1","2","2","1","1","1","4","1","3","3","3","1","2","4","3","3","2","3","2","3","5","7","1","1","6","3","6","5","1","30","2","1","1","5","usa","5","Healthcare Admin","5","1","1","99","44","7","15","90","1","54","10","50","71","49","1"
"243",993,"1","1","1","1","2","2","1","2","2","1","1","2","1","1","2","1","1","1","1","2","1","1","1","2","1","2","1","2","10","31","5","3","4","5","3","4","3","4","2","1","3","12",300,11315,150,1095,28,5,360,"5","4","6","3","2","5","4","4","4","3","3","2","2","2","1","2","1","3","2","2","2","3","3","1","4","2","6","2","1","4","1","3","2","1","2","1","1","1","3","1","6","6","1","1","6","1","6","6","6","1","3","6","6","6","6","6","6","6","2","2","4","6","6","6","3","5","5","5","2","5","1","6","5","1","5","6","1","2","6","1","2","6","1","2","6","4","3","5","1","2","6","1","1","1","5","5","5","1","1","1","1","3","3","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","1","1","1","1","1","2","2","6","1","1","7","1","1","7","1","1","1","1","3","1","1","1","31","1","1","2","5","American","3","Caregiver","1","4","3","0","65","50","100","60","80","95","90","70","50","100","50"
"244",1568,"1","1","1","1","2","2","1","2","2","1","1","2","1","1","2","1","1","1","1","2","1","1","1","2","1","1","1","2","4","4","7","9","7","3","4","4","3","3","2","2","4","2",1460,1460,210,270,49,21,730,"2","2","3","4","4","5","2","2","3","2","3","1","1","1","1","2","1","3","3","3","3","4","4","3","4","4","3","4","4","4","3","4","4","4","4","3","3","2","4","3","5","5","4","5","5","1","4","4","4","5","4","6","5","4","5","6","6","6","1","6","5","6","6","6","4","6","5","3","3","3","6","6","3","3","6","5","1","3","3","1","4","5","5","6","6","3","4","5","6","3","5","6","6","1","5","4","4","1","5","4","4","6","5","5","2","1","1","2","3","4","4","3","3","3","2","3","2","4","2","1","1","1","1","1","1","1","1","1","1","1","2","2","3","3","2","1","5","4","5","2","5","5","2","7","7","1","4","3","4","7","3","54","2","1","2","4","American ","5","Retired ","4","1","3","100","63","67","100","63","16","100","100","54","76","100","91"
"245",1584,"1","1","1","1","2","2","1","2","2","1","1","2","1","1","2","1","1","1","1","2","1","2","1","2","1","2","1","2","7","7","4","4","2","2","3","3","3","3","1","1","3","4",210,210,120,120,2,2,120,"3","4","4","4","4","4","2","2","2","3","2","2","2","1","1","2","1","1","1","2","2","4","4","3","4","5","3","5","1","3","1","3","1","1","1","2","3","1","2","1","5","5","3","3","4","1","6","6","4","3","3","5","6","3","3","3","5","6","2","4","5","6","6","6","5","4","4","3","5","2","4","4","1","3","4","2","3","2","2","3","4","3","4","3","2","4","4","2","5","3","2","6","5","2","4","4","4","1","1","1","2","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1","2","1","3","1","1","1","1","1","1","1","1","1","2","1","2","1","1","1","3","1","3","1","1","7","1","1","6","1","4","1","1","3","3","1","1","57","2","2","2","5","American","3","Email/Chat Specialist","4","1","1","100","65","70","40","40","30","30","20","70","50","70","50"
"246",640,"1","1","1","1","2","2","1","2","2","1","1","2","1","1","2","1","1","1","1","2","1","2","1","2","1","2","1","2","4","7","4","4","2","2","3","3","3","3","3","3","3","5",120,210,120,120,60,60,150,"3","3","3","3","3","3","4","4","4","3","3","1","3","2","2","1","1","2","2","2","2","4","4","2","4","4","3","5","4","4","2","4","5","1","2","4","4","2","3","4","5","5","2","2","4","1","2","5","2","4","3","6","6","4","5","1","3","6","5","5","2","6","1","6","1","5","2","1","5","2","4","2","2","2","5","5","1","4","2","1","3","4","2","4","4","1","5","4","2","5","4","1","4","2","4","5","2","4","4","3","3","2","2","5","1","1","1","1","1","1","2","4","4","2","3","4","5","4","5","2","2","1","1","1","1","1","1","1","4","3","2","2","1","2","3","1","4","1","4","4","6","6","2","1","1","1","1","3","1","4","3","26","1","1","2","5","American","4","Warehouse assistant","5","1","2","100","32","70","11","88","65","10","32","78","81","50","19"
"247",839,"1","1","2","2","2","2","1","2","2","1","1","2","1","1","2","2","2","1","2","2","1","2","1","2","1","2","1","2","3","2","7","2","7","9","4","4","3","4","3","3","4","3",1095,730,210,730,210,270,1095,"1","1","2","1","1","1","3","4","4","3","3","3","3","3","2","3","1","3","3","3","2","4","3","1","4","4","5","1","3","4","3","4","4","3","4","4","4","5","4","4","5","4","1","1","1","1","2","3","2","1","1","5","5","1","3","1","5","6","2","4","1","6","6","3","1","1","1","5","6","3","5","2","3","1","5","6","1","1","4","1","3","6","5","5","5","1","3","4","6","6","4","1","3","2","4","4","2","2","5","5","3","6","5","4","1","1","1","1","1","1","1","1","1","1","1","1","4","5","5","5","2","1","2","1","3","1","1","1","3","1","2","3","1","2","1","1","7","1","1","7","5","6","1","1","1","1","1","3","1","5","3","30","2","1","2","5","usa","3","self employed","4","1","1","100","66","32","5","91","49","30","11","83","49","32","70"
"248",769,"1","1","1","1","2","1","1","1","2","1","1","2","1","1","2","1","1","1","2","2","1","2","1","2","1","2","1","2","3","3","3","3","3","3","4","4","4","4","4","4","4","2",1095,1095,1095,1095,1095,1095,730,"1","1","1","1","1","1","1","1","1","3","3","3","3","3","2","2","2","3","1","2","2","4","3","3","4","4","4","4","1","2","1","2","1","1","1","1","1","1","2","1","6","6","1","1","1","1","6","6","1","1","1","6","6","1","1","1","6","6","1","2","1","6","6","6","1","1","1","6","6","1","1","1","6","3","4","6","1","2","6","1","2","6","3","2","6","1","2","6","5","2","6","1","3","1","4","5","4","2","5","3","5","4","5","3","1","1","1","1","1","1","1","1","1","1","1","1","3","3","5","2","4","2","1","1","1","1","1","1","1","1","3","1","1","3","5","4","2","1","1","5","1","1","6","1","1","1","1","3","1","4","3","59","2","3","2","5","American","6","Administrator","5","1","1","85","1","50","1","90","1","50","1","20","1","50","1"
"249",1283,"1","1","2","2","2","2","1","2","2","1","2","2","2","1","2","2","2","1","2","2","1","2","2","2","1","2","1","2","8","11","7","5","5","3","3","3","3","3","3","3","3","11",240,330,210,150,150,90,330,"2","2","2","2","2","2","3","3","3","2","2","2","2","2","1","2","3","2","2","1","1","3","1","1","4","2","5","1","2","3","2","4","3","2","2","3","4","3","2","2","5","5","1","1","1","1","4","6","1","1","2","6","6","1","1","1","6","6","1","1","2","5","6","6","1","2","1","3","6","2","2","1","1","2","3","1","1","4","1","1","5","1","1","2","1","1","5","1","1","1","1","1","6","2","5","5","4","2","1","1","1","3","3","1","1","1","1","1","1","1","1","1","1","1","1","1","2","2","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","7","2","1","7","1","1","7","1","1","1","1","3","1","1","1","34","1","1","2","5","American","3","unemployed","5","1","1","50","0","0","0","100","30","0","0","0","0","10","0"
"250",1854,"1","1","1","1","2","1","1","2","2","1","1","2","1","1","1","1","1","1","1","2","1","1","1","2","1","1","1","2","7","3","11","2","9","9","3","4","3","4","2","2","3","13",210,1095,330,730,63,63,390,"2","2","2","4","2","2","4","2","2","3","3","2","3","3","3","3","1","2","2","2","2","5","5","5","4","5","4","4","3","4","3","4","3","2","3","3","4","3","4","3","5","4","4","5","4","2","4","4","5","3","5","5","6","5","6","4","6","6","5","5","6","6","6","6","4","5","4","6","4","4","5","6","5","5","5","5","5","5","5","5","5","5","5","4","5","5","5","4","5","4","5","5","4","2","4","4","4","2","4","3","3","3","4","4","3","3","3","3","2","3","3","3","4","3","3","4","4","4","4","3","3","3","2","1","3","2","2","1","1","1","2","1","2","3","2","2","6","2","2","5","2","3","4","1","1","1","1","3","1","3","3","1971","2","2","1","6","Us American","5","Stay at home parent","3","3","3","9","50","51","40","49","50","89","91","69","79","89","82"
"251",557,"1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","12","13","1","12","1","1","2","2","1","1","1","1","3","4",84,91,1,12,1,1,120,"2","2","3","2","2","5","1","1","1","2","2","1","1","1","1","3","3","3","3","3","3","5","5","4","4","5","2","5","2","3","2","3","3","2","2","3","2","2","3","2","5","5","2","3","3","1","5","5","4","2","2","5","5","4","6","3","6","6","5","5","2","6","6","6","2","2","2","2","4","2","2","2","5","1","5","6","1","3","4","1","3","5","1","1","5","1","4","5","5","6","6","1","6","2","4","4","2","1","3","2","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","3","3","4","1","1","1","2","1","2","1","3","2","3","3","2","3","1","2","1","1","7","1","1","7","4","4","2","1","1","1","1","3","1","5","5","45","1","1","2","5","Ameican ","4","DME Technician ","4","2","2","71","84","93","84","19","16","51","66","91","80","91","81"
"252",1513,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","1","1","1","1","3","4","1","1","1","1","1","1","4","14",1,1,1,1,3,4,5110,"1","1","1","1","1","1","4","4","4","3","3","3","3","3","3","3","3","3","3","3","3","4","3","2","4","5","5","4","1","1","1","5","1","1","1","5","1","1","5","1","6","1","6","6","1","4","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","1","6","4","4","6","6","4","6","6","6","6","1","6","6","1","6","1","3","6","6","2","4","6","4","6","6","5","1","5","5","5","1","1","3","3","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","1","1","1","1","1","3","3","3","1","2","2","2","1","7","4","3","3","1","1","1","1","1","1","1","3","1","1","1","20","2","1","2","4","American","3","Retail associate","3","2","2","100","77","59","62","81","5","94","94","92","95","95","12"
"253",879,"1","1","2","2","2","2","1","2","2","1","2","2","2","1","2","2","2","1","2","2","1","2","2","2","1","2","1","2","7","9","7","11","9","7","3","3","3","3","3","3","3","11",210,270,210,330,270,210,330,"1","1","2","2","2","2","3","2","3","3","3","2","3","2","1","1","1","1","1","2","1","4","4","2","4","4","3","5","5","5","5","5","5","4","5","5","5","4","5","5","5","6","1","2","2","1","1","6","3","2","2","6","6","3","3","1","4","6","2","1","2","6","4","6","2","6","2","3","1","4","1","1","1","2","4","1","1","4","1","1","3","1","2","1","1","1","4","1","1","5","1","5","4","4","5","1","1","5","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","7","1","1","7","1","1","7","1","1","1","1","3","1","1","1","26","1","1","2","5","American","5","Crowdworker","5","1","3","90","15","10","10","90","5","50","15","75","50","50","10"
"254",1877,"1","1","1","1","2","1","1","2","2","1","1","2","1","1","2","1","1","1","1","2","1","2","1","2","1","2","1","2","9","2","7","2","2","7","3","4","3","4","4","3","3","19",270,730,210,730,730,210,570,"1","1","2","1","1","3","5","3","2","3","3","2","3","2","1","3","1","2","3","3","3","3","4","1","4","5","5","3","3","4","2","4","1","1","2","2","2","1","3","3","6","6","3","5","6","1","6","5","3","3","6","6","6","4","6","4","6","6","2","6","4","6","6","6","3","4","4","3","6","2","1","4","3","5","5","6","3","5","5","3","5","6","3","3","6","5","5","4","3","6","5","3","6","2","4","4","2","4","3","4","5","6","4","3","1","1","1","3","2","1","1","1","1","1","1","3","2","4","5","3","3","2","2","1","2","1","1","2","1","2","4","2","3","3","7","4","3","2","1","4","5","5","3","1","3","5","6","3","7","7","3","39","1","2","2","5","United States","4","I work for a temp agency","3","1","2","10","2","52","35","99","1","83","63","88","33","100","44"
"256",1626,"1","1","1","1","2","1","1","2","2","1","1","2","1","1","2","1","1","1","1","2","1","1","1","2","1","2","1","2","1","9","1","1","1","1","1","2","1","1","1","1","3","7",1,63,1,1,1,1,210,"2","2","2","4","4","4","3","2","2","1","2","1","1","1","1","3","2","2","2","2","2","6","6","6","4","6","1","6","1","1","1","5","1","1","1","1","1","1","3","1","4","3","2","2","5","1","6","2","6","1","4","6","6","5","4","4","6","4","4","2","2","5","6","4","4","4","4","4","2","2","3","4","1","1","3","4","1","3","1","1","3","5","1","5","4","1","2","4","2","2","2","1","5","2","2","4","4","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","7","1","1","7","1","1","7","1","1","1","1","3","1","1","1","23","1","1","2","5","usa","4","artist","3","1","2","0","100","69","50","50","100","50","50","100","93","100","90"
"257",1680,"1","1","1","1","2","1","1","1","2","1","1","2","1","1","1","1","1","1","1","2","1","1","1","2","1","2","1","2","11","2","5","5","5","5","3","4","3","3","3","3","4","2",330,730,150,150,150,150,730,"2","2","2","3","3","3","2","2","2","3","3","3","3","3","3","2","2","2","3","3","3","6","6","6","4","6","4","6","3","3","2","4","2","1","2","4","2","2","2","1","4","4","4","3","4","1","4","4","2","2","2","5","5","3","4","2","5","5","5","5","3","6","6","5","4","3","2","2","6","3","6","4","2","2","6","6","1","3","5","1","2","6","2","6","6","2","3","4","3","6","5","1","6","2","4","4","4","1","5","4","4","4","4","4","4","7","4","4","4","3","3","3","2","1","1","2","4","4","4","4","3","3","3","3","4","3","3","1","4","1","1","1","1","1","5","5","1","6","5","1","1","1","1","1","1","1","2","3","2","6","2","51","2","2","2","5","american","2","self employed","1","1","1","70","69","86","60","80","31","90","77","93","76","90","75"
"258",682,"1","1","2","1","2","2","1","2","2","1","1","2","1","1","2","1","1","1","2","2","1","2","1","2","1","2","1","2","3","6","2","3","5","2","3","3","1","3","2","3","3","7",90,180,2,90,35,60,210,"2","2","2","2","2","2","2","3","2","3","3","3","2","2","1","3","1","2","2","2","3","5","5","5","4","5","2","5","3","3","3","3","2","2","2","2","2","2","2","2","4","6","2","3","6","1","6","6","1","1","3","6","5","3","6","3","6","6","3","4","2","6","6","4","3","4","1","2","4","3","1","1","4","4","5","4","1","5","4","1","4","3","3","3","2","1","3","2","2","3","3","1","4","4","5","2","2","1","3","3","3","4","3","4","1","1","1","1","1","1","1","1","1","1","2","1","2","3","3","2","2","2","1","1","1","1","1","1","3","3","2","2","1","1","5","5","3","3","3","5","3","3","4","1","1","1","1","3","1","2","1","26","1","1","2","5","American","3","skilled laborer","3","1","1","71","20","50","50","60","60","50","50","70","50","50","50"
